"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)","Total (with a known clock start) within 18 weeks","% within 18 weeks"
"1","Q30","5D7","NEWCASTLE PCT","NP100","General Surgery",11,23,19,27,24,10,17,6,12,8,7,6,2,5,4,6,1,2,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,190,0.974358974358974
"2","Q30","5D7","NEWCASTLE PCT","NP101","Urology",8,8,1,2,6,17,32,3,2,9,5,3,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,102,0.980769230769231
"3","Q30","5D7","NEWCASTLE PCT","NP110","Trauma & Orthopaedics",31,13,14,28,21,14,16,17,5,9,13,11,14,9,16,5,6,8,1,0,2,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,260,250,0.961538461538462
"4","Q30","5D7","NEWCASTLE PCT","NP120","ENT",24,33,27,43,40,46,52,34,20,30,39,7,12,4,8,11,13,8,5,3,1,6,3,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,476,476,451,0.947478991596639
"5","Q30","5D7","NEWCASTLE PCT","NP130","Ophthalmology",31,17,21,15,31,32,22,17,16,8,25,4,6,7,10,3,0,5,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276,276,270,0.978260869565217
"6","Q30","5D7","NEWCASTLE PCT","NP140","Oral Surgery",54,10,6,14,11,7,4,5,14,9,6,10,11,8,10,5,2,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,191,0.979487179487179
"7","Q30","5D7","NEWCASTLE PCT","NP150","Neurosurgery",1,1,1,2,0,2,1,0,1,0,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,20,0.952380952380952
"8","Q30","5D7","NEWCASTLE PCT","NP160","Plastic Surgery",8,2,3,7,3,12,4,3,2,2,0,0,2,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,53,0.963636363636364
"9","Q30","5D7","NEWCASTLE PCT","NP170","Cardiothoracic Surgery",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"10","Q30","5D7","NEWCASTLE PCT","NP300","General Medicine",20,17,19,17,16,4,10,17,5,7,6,2,2,0,3,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,152,152,146,0.960526315789474
