"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)","Total (with a known clock start) within 18 weeks","% within 18 weeks"
"1","Q30","5D7","NEWCASTLE PCT","AP100","General Surgery",17,10,8,4,6,2,4,2,7,3,4,2,1,4,4,3,6,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,89,0.917525773195876
"2","Q30","5D7","NEWCASTLE PCT","AP101","Urology",0,0,0,4,3,4,0,1,3,5,5,3,7,4,3,3,4,7,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,56,0.888888888888889
"3","Q30","5D7","NEWCASTLE PCT","AP110","Trauma & Orthopaedics",17,14,20,4,4,4,9,8,5,5,8,6,6,9,7,6,6,8,3,2,3,5,2,2,0,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,146,0.858823529411765
"4","Q30","5D7","NEWCASTLE PCT","AP120","ENT",6,3,5,5,8,5,5,7,5,6,6,3,7,5,1,3,2,1,1,2,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,97,97,83,0.855670103092784
"5","Q30","5D7","NEWCASTLE PCT","AP130","Ophthalmology",9,5,3,6,7,5,10,9,15,14,14,20,5,8,4,5,3,2,3,2,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,144,0.911392405063291
"6","Q30","5D7","NEWCASTLE PCT","AP140","Oral Surgery",7,4,2,2,1,1,0,2,2,3,2,0,1,0,0,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,38,31,0.815789473684211
"7","Q30","5D7","NEWCASTLE PCT","AP150","Neurosurgery",3,0,0,0,1,0,0,1,1,0,1,1,1,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,15,0.882352941176471
"8","Q30","5D7","NEWCASTLE PCT","AP160","Plastic Surgery",5,6,3,5,2,3,5,0,2,0,6,2,1,7,2,4,2,5,1,0,0,1,2,4,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,60,0.8
"9","Q30","5D7","NEWCASTLE PCT","AP170","Cardiothoracic Surgery",1,0,1,1,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,0.9
"10","Q30","5D7","NEWCASTLE PCT","AP300","General Medicine",0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1
