"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)","Total (with a known clock start) within 18 weeks","% within 18 weeks"
"1","Q30","5D7","NEWCASTLE PCT","NP100","General Surgery",9,8,19,7,5,11,10,7,7,4,7,2,3,9,5,4,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,122,0.983870967741935
"2","Q30","5D7","NEWCASTLE PCT","NP101","Urology",2,8,2,3,6,11,5,6,5,1,1,2,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,56,0.96551724137931
"3","Q30","5D7","NEWCASTLE PCT","NP110","Trauma & Orthopaedics",23,11,12,14,10,9,8,10,10,12,14,14,9,13,7,13,11,13,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,218,218,213,0.977064220183486
"4","Q30","5D7","NEWCASTLE PCT","NP120","ENT",30,40,28,19,20,22,23,28,20,17,26,23,17,12,10,13,11,2,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,371,371,361,0.973045822102426
"5","Q30","5D7","NEWCASTLE PCT","NP130","Ophthalmology",11,5,5,13,10,19,30,32,11,13,36,4,7,3,2,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212,212,208,0.981132075471698
"6","Q30","5D7","NEWCASTLE PCT","NP140","Oral Surgery",12,5,2,5,1,5,5,3,7,10,18,17,9,7,7,9,4,2,0,4,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,128,0.914285714285714
"7","Q30","5D7","NEWCASTLE PCT","NP150","Neurosurgery",1,0,0,0,0,0,0,1,2,3,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,1
"8","Q30","5D7","NEWCASTLE PCT","NP160","Plastic Surgery",5,0,0,2,1,1,6,1,2,3,3,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,1
"9","Q30","5D7","NEWCASTLE PCT","NP170","Cardiothoracic Surgery",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"10","Q30","5D7","NEWCASTLE PCT","NP300","General Medicine",12,28,12,5,14,13,21,8,9,8,8,6,3,4,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,159,0.99375
"11","Q30","5D7","NEWCASTLE PCT","NP301","Gastroenterology",2,1,1,2,9,2,9,11,6,8,11,2,1,1,3,0,2,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,73,0.948051948051948
