"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)","Total (with a known clock start) within 18 weeks","% within 18 weeks"
"1","Q30","5D7","NEWCASTLE PCT","NP100","General Surgery",5,18,28,21,17,15,13,13,8,8,4,0,0,3,3,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,159,0.975460122699387
"2","Q30","5D7","NEWCASTLE PCT","NP101","Urology",4,11,10,13,7,8,11,11,6,5,3,3,2,1,0,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,101,0.971153846153846
"3","Q30","5D7","NEWCASTLE PCT","NP110","Trauma & Orthopaedics",24,11,16,17,15,20,16,19,14,20,22,11,8,5,8,22,15,4,0,5,0,2,2,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,284,284,267,0.940140845070423
"4","Q30","5D7","NEWCASTLE PCT","NP120","ENT",33,46,38,45,42,26,24,30,39,56,20,16,16,8,3,2,2,4,1,1,1,3,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,460,450,0.978260869565217
"5","Q30","5D7","NEWCASTLE PCT","NP130","Ophthalmology",8,9,20,13,10,17,21,29,28,45,11,1,2,2,0,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,227,225,0.991189427312775
"6","Q30","5D7","NEWCASTLE PCT","NP140","Oral Surgery",11,10,7,3,4,7,5,12,7,13,11,4,9,3,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,117,0.975
"7","Q30","5D7","NEWCASTLE PCT","NP150","Neurosurgery",2,1,1,4,1,4,2,6,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,33,0.942857142857143
"8","Q30","5D7","NEWCASTLE PCT","NP160","Plastic Surgery",7,4,3,8,4,2,7,19,5,7,7,2,3,4,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,85,0.977011494252874
"9","Q30","5D7","NEWCASTLE PCT","NP170","Cardiothoracic Surgery",3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,1
"10","Q30","5D7","NEWCASTLE PCT","NP300","General Medicine",17,20,9,22,18,9,11,10,14,9,6,4,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,157,154,0.980891719745223
"11","Q30","5D7","NEWCASTLE PCT","NP301","Gastroenterology",3,5,1,5,5,2,3,6,3,7,7,4,2,2,2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,60,0.9375
"12","Q30","5D7","NEWCASTLE PCT","NP320","Cardiology",3,35,11,16,7,6,4,5,4,2,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,1
"13","Q30","5D7","NEWCASTLE PCT","NP330","Dermatology",63,16,15,11,17,25,16,68,32,19,14,3,7,2,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,314,313,0.996815286624204
"14","Q30","5D7","NEWCASTLE PCT","NP340","Thoracic Medicine",10,6,19,4,6,7,6,2,3,1,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,71,1
"15","Q30","5D7","NEWCASTLE PCT","NP400","Neurology",17,8,10,5,0,2,5,10,14,20,15,16,7,1,3,0,0,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,134,0.937062937062937
"16","Q30","5D7","NEWCASTLE PCT","NP410","Rheumatology",13,3,3,3,6,6,8,17,25,14,10,2,5,3,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,127,1
"17","Q30","5D7","NEWCASTLE PCT","NP430","Geriatric Medicine",5,9,6,12,4,4,2,3,2,13,7,2,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,78,78,1
"18","Q30","5D7","NEWCASTLE PCT","NP502","Gynaecology",35,60,29,37,26,19,21,32,13,7,6,3,7,4,2,4,4,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,316,310,0.981012658227848
