"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)","Total (with a known clock start) within 18 weeks","% within 18 weeks"
"1","Q30","5D7","NEWCASTLE PCT","AP100","General Surgery",9,10,7,11,5,6,3,14,4,5,4,8,5,7,4,2,1,3,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,116,108,0.931034482758621
"2","Q30","5D7","NEWCASTLE PCT","AP101","Urology",2,2,1,5,2,5,2,7,7,2,4,6,1,3,1,1,6,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,65,65,60,0.923076923076923
"3","Q30","5D7","NEWCASTLE PCT","AP110","Trauma & Orthopaedics",13,9,3,8,7,5,3,8,10,8,13,5,14,13,4,11,7,11,2,4,1,1,1,3,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,173,172,152,0.883720930232558
"4","Q30","5D7","NEWCASTLE PCT","AP120","ENT",6,3,3,2,3,7,7,5,4,7,5,7,8,3,6,6,5,3,1,1,1,0,0,1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,101,90,0.891089108910891
"5","Q30","5D7","NEWCASTLE PCT","AP130","Ophthalmology",12,3,4,6,4,5,11,15,11,11,9,13,9,10,12,15,11,6,6,5,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,167,0.897849462365591
"6","Q30","5D7","NEWCASTLE PCT","AP140","Oral Surgery",5,3,1,0,0,1,1,1,0,1,6,2,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,28,25,0.892857142857143
"7","Q30","5D7","NEWCASTLE PCT","AP150","Neurosurgery",2,2,0,0,1,1,1,2,2,1,0,1,2,0,1,1,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,25,0.862068965517241
"8","Q30","5D7","NEWCASTLE PCT","AP160","Plastic Surgery",6,4,5,4,2,3,3,3,6,0,2,2,6,4,3,4,4,3,2,2,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,64,0.842105263157895
"9","Q30","5D7","NEWCASTLE PCT","AP170","Cardiothoracic Surgery",4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1
"10","Q30","5D7","NEWCASTLE PCT","AP300","General Medicine",2,2,0,1,1,0,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,13,0.928571428571429
"11","Q30","5D7","NEWCASTLE PCT","AP301","Gastroenterology",0,1,7,6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,1
"12","Q30","5D7","NEWCASTLE PCT","AP320","Cardiology",1,3,2,6,3,2,0,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,1
"13","Q30","5D7","NEWCASTLE PCT","AP330","Dermatology",0,2,0,0,0,2,2,4,4,3,1,4,2,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,35,0.945945945945946
"14","Q30","5D7","NEWCASTLE PCT","AP340","Thoracic Medicine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5
"15","Q30","5D7","NEWCASTLE PCT","AP400","Neurology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Q30","5D7","NEWCASTLE PCT","AP410","Rheumatology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Q30","5D7","NEWCASTLE PCT","AP430","Geriatric Medicine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Q30","5D7","NEWCASTLE PCT","AP502","Gynaecology",3,18,12,2,2,4,5,4,5,4,3,6,2,3,4,5,2,8,1,1,0,2,3,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,106,92,0.867924528301887
"19","Q30","5D7","NEWCASTLE PCT","AP999","Total",78,67,51,58,41,47,50,68,63,50,53,65,53,58,42,57,54,58,20,18,11,10,10,10,6,5,9,4,3,2,2,1,3,1,1,2,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,7,1,1145,1144,1013,0.88548951048951
"20","Q30","5D7","NEWCASTLE PCT","APX01","Other",12,5,6,7,6,5,11,3,7,5,5,7,4,8,5,8,10,15,4,4,3,2,1,3,1,0,4,1,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,160,160,129,0.80625
"21","Q30","5D8","NORTH TYNESIDE PCT","AP100","General Surgery",7,35,24,46,19,16,14,7,13,12,9,5,6,8,8,6,3,6,3,0,0,3,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,244,0.953125
"22","Q30","5D8","NORTH TYNESIDE PCT","AP101","Urology",0,1,4,7,4,8,4,4,2,4,5,0,3,1,2,3,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,60,0.9375
"23","Q30","5D8","NORTH TYNESIDE PCT","AP110","Trauma & Orthopaedics",13,5,3,9,4,12,7,12,17,17,12,16,18,10,9,12,11,11,6,3,5,3,3,1,3,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,198,0.853448275862069
"24","Q30","5D8","NORTH TYNESIDE PCT","AP120","ENT",5,1,3,1,7,4,4,3,8,2,5,6,4,3,1,3,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,66,0.942857142857143
"25","Q30","5D8","NORTH TYNESIDE PCT","AP130","Ophthalmology",4,2,2,2,8,6,6,20,14,7,7,6,5,7,9,9,13,7,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141,141,134,0.950354609929078
"26","Q30","5D8","NORTH TYNESIDE PCT","AP140","Oral Surgery",4,0,1,1,0,2,0,0,1,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,17,16,0.941176470588235
"27","Q30","5D8","NORTH TYNESIDE PCT","AP150","Neurosurgery",3,0,0,0,0,0,3,0,1,1,1,0,0,0,0,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,16,0.888888888888889
"28","Q30","5D8","NORTH TYNESIDE PCT","AP160","Plastic Surgery",4,3,2,5,3,1,2,0,5,5,0,2,3,3,2,2,1,6,1,2,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,49,0.830508474576271
"29","Q30","5D8","NORTH TYNESIDE PCT","AP170","Cardiothoracic Surgery",1,0,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,1
