"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)","Total (with a known clock start) within 18 weeks","% within 18 weeks"
"1","Q30","5D7","NEWCASTLE PCT","AP100","General Surgery",10,15,11,15,8,7,4,7,3,4,3,5,3,3,4,6,3,4,0,2,1,2,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,115,0.92
"2","Q30","5D7","NEWCASTLE PCT","AP101","Urology",3,1,5,2,3,6,7,1,1,4,5,6,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,52,0.945454545454545
"3","Q30","5D7","NEWCASTLE PCT","AP110","Trauma & Orthopaedics",11,9,3,12,9,7,11,8,8,10,2,15,9,13,10,5,9,7,4,2,3,2,1,1,1,0,1,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,181,181,158,0.87292817679558
"4","Q30","5D7","NEWCASTLE PCT","AP120","ENT",4,2,6,8,4,5,6,6,3,3,2,4,5,3,6,0,2,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,74,0.948717948717949
"5","Q30","5D7","NEWCASTLE PCT","AP130","Ophthalmology",12,6,3,5,12,8,12,12,6,16,18,8,10,4,7,9,8,11,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175,175,167,0.954285714285714
"6","Q30","5D7","NEWCASTLE PCT","AP140","Oral Surgery",9,5,2,0,1,1,2,1,1,1,1,3,2,0,0,1,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,32,0.864864864864865
"7","Q30","5D7","NEWCASTLE PCT","AP150","Neurosurgery",2,2,0,1,1,1,0,0,0,1,2,1,1,2,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19,0.95
"8","Q30","5D7","NEWCASTLE PCT","AP160","Plastic Surgery",4,2,6,1,5,4,4,6,0,4,2,1,0,4,3,3,2,11,3,2,2,2,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,62,0.805194805194805
"9","Q30","5D7","NEWCASTLE PCT","AP170","Cardiothoracic Surgery",0,3,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,1
"10","Q30","5D7","NEWCASTLE PCT","AP300","General Medicine",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1
"11","Q30","5D7","NEWCASTLE PCT","AP301","Gastroenterology",2,3,12,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,1
"12","Q30","5D7","NEWCASTLE PCT","AP320","Cardiology",8,2,1,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,19,18,0.947368421052632
"13","Q30","5D7","NEWCASTLE PCT","AP330","Dermatology",1,3,4,3,4,3,2,2,3,3,4,2,1,2,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,46,0.978723404255319
