"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)","Total (with a known clock start) within 18 weeks","% within 18 weeks"
"1","Q30","5D7","NEWCASTLE PCT","NP100","General Surgery",8,15,14,22,12,8,10,4,6,7,8,4,7,5,8,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,146,146,142,0.972602739726027
"2","Q30","5D7","NEWCASTLE PCT","NP101","Urology",6,7,1,6,3,9,8,2,4,1,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,1
"3","Q30","5D7","NEWCASTLE PCT","NP110","Trauma & Orthopaedics",32,18,16,24,13,12,4,10,8,11,11,7,8,9,6,9,7,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,207,0.967289719626168
"4","Q30","5D7","NEWCASTLE PCT","NP120","ENT",36,40,52,50,29,14,21,13,20,35,31,13,13,14,11,7,12,7,3,4,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,434,434,418,0.963133640552995
"5","Q30","5D7","NEWCASTLE PCT","NP130","Ophthalmology",16,9,20,26,11,22,20,12,16,17,38,9,4,5,4,1,8,0,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,245,238,0.971428571428571
"6","Q30","5D7","NEWCASTLE PCT","NP140","Oral Surgery",25,10,5,4,7,8,5,6,14,11,10,22,14,12,14,2,4,5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,178,0.972677595628415
"7","Q30","5D7","NEWCASTLE PCT","NP150","Neurosurgery",2,0,1,0,1,0,1,0,4,1,4,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,20,0.952380952380952
"8","Q30","5D7","NEWCASTLE PCT","NP160","Plastic Surgery",10,4,5,1,2,9,3,3,1,4,10,3,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,61,0.953125
"9","Q30","5D7","NEWCASTLE PCT","NP170","Cardiothoracic Surgery",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1
"10","Q30","5D7","NEWCASTLE PCT","NP300","General Medicine",11,16,12,13,11,11,10,6,6,5,2,4,3,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,117,0.983193277310924
"11","Q30","5D7","NEWCASTLE PCT","NP301","Gastroenterology",2,7,0,3,1,4,1,5,3,2,4,5,4,3,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,49,0.96078431372549
"12","Q30","5D7","NEWCASTLE PCT","NP320","Cardiology",2,25,14,15,4,5,4,8,4,10,5,0,0,0,6,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,108,0.972972972972973
"13","Q30","5D7","NEWCASTLE PCT","NP330","Dermatology",118,27,14,14,17,22,54,25,17,15,12,11,4,4,1,0,1,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,363,357,0.983471074380165
"14","Q30","5D7","NEWCASTLE PCT","NP340","Thoracic Medicine",17,13,9,14,10,4,3,1,1,2,0,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,82,1
"15","Q30","5D7","NEWCASTLE PCT","NP400","Neurology",12,6,8,3,3,0,4,3,3,9,34,9,4,4,3,3,1,3,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,112,0.941176470588235
"16","Q30","5D7","NEWCASTLE PCT","NP410","Rheumatology",55,2,10,3,6,19,13,4,3,3,6,4,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,138,1
"17","Q30","5D7","NEWCASTLE PCT","NP430","Geriatric Medicine",16,9,5,7,3,4,3,3,7,15,12,4,4,1,6,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,104,102,0.980769230769231
"18","Q30","5D7","NEWCASTLE PCT","NP502","Gynaecology",27,65,31,30,35,41,22,22,12,14,9,6,6,4,6,7,0,3,0,0,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,349,349,340,0.974212034383954
"19","Q30","5D7","NEWCASTLE PCT","NP999","Total",1777,493,284,273,199,215,222,151,150,194,231,138,99,85,99,52,55,33,11,12,13,10,5,8,3,4,3,2,1,1,4,2,5,0,1,1,1,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,2,1,4846,4845,4750,0.980392156862745
"20","Q30","5D7","NEWCASTLE PCT","NPX01","Other",1381,219,66,37,31,23,36,24,21,32,34,30,22,16,20,12,11,5,2,0,4,3,3,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2041,2041,2020,0.989710926016659
"21","Q30","5D8","NORTH TYNESIDE PCT","NP100","General Surgery",55,43,16,24,18,19,10,6,7,7,3,5,3,3,9,2,5,3,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,248,248,238,0.959677419354839
"22","Q30","5D8","NORTH TYNESIDE PCT","NP101","Urology",14,6,11,8,10,5,12,7,7,4,3,6,2,0,3,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,103,0.971698113207547
"23","Q30","5D8","NORTH TYNESIDE PCT","NP110","Trauma & Orthopaedics",31,21,26,34,32,11,16,14,11,9,14,11,9,7,6,11,5,3,1,1,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,282,271,0.960992907801418
"24","Q30","5D8","NORTH TYNESIDE PCT","NP120","ENT",23,28,33,28,31,23,19,19,43,53,33,18,18,8,6,3,10,0,3,9,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,417,417,396,0.949640287769784
"25","Q30","5D8","NORTH TYNESIDE PCT","NP130","Ophthalmology",20,8,16,15,17,19,16,20,16,15,29,8,5,2,4,2,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,222,217,0.977477477477477
"26","Q30","5D8","NORTH TYNESIDE PCT","NP140","Oral Surgery",15,9,5,5,2,6,5,1,5,9,4,11,9,8,5,8,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,114,0.974358974358974
"27","Q30","5D8","NORTH TYNESIDE PCT","NP150","Neurosurgery",1,3,1,0,2,0,0,1,3,2,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,1
"28","Q30","5D8","NORTH TYNESIDE PCT","NP160","Plastic Surgery",2,2,1,0,6,1,0,2,1,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,1
"29","Q30","5D8","NORTH TYNESIDE PCT","NP170","Cardiothoracic Surgery",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"30","Q30","5D8","NORTH TYNESIDE PCT","NP300","General Medicine",37,59,27,29,32,20,15,14,14,11,5,6,7,2,6,1,6,2,0,2,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,301,293,0.973421926910299
"31","Q30","5D8","NORTH TYNESIDE PCT","NP301","Gastroenterology",1,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
"32","Q30","5D8","NORTH TYNESIDE PCT","NP320","Cardiology",4,3,3,6,1,1,3,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,26,0.962962962962963
"33","Q30","5D8","NORTH TYNESIDE PCT","NP330","Dermatology",78,14,19,13,13,13,26,34,15,17,9,10,1,6,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,274,272,0.992700729927007
"34","Q30","5D8","NORTH TYNESIDE PCT","NP340","Thoracic Medicine",3,1,1,1,3,3,1,0,1,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,1
"35","Q30","5D8","NORTH TYNESIDE PCT","NP400","Neurology",9,1,3,5,4,5,4,4,3,3,30,7,4,0,1,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,92,86,0.934782608695652
"36","Q30","5D8","NORTH TYNESIDE PCT","NP410","Rheumatology",19,2,3,3,5,9,12,5,1,3,5,1,0,1,1,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,73,0.960526315789474
"37","Q30","5D8","NORTH TYNESIDE PCT","NP430","Geriatric Medicine",39,15,8,6,4,8,9,5,6,6,7,4,2,3,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,128,0.977099236641221
"38","Q30","5D8","NORTH TYNESIDE PCT","NP502","Gynaecology",27,38,22,18,25,21,10,13,4,12,8,2,7,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,222,222,219,0.986486486486486
"39","Q30","5D8","NORTH TYNESIDE PCT","NP999","Total",951,344,264,259,229,197,185,167,162,185,186,123,86,58,63,42,47,26,13,15,8,7,5,6,8,4,3,1,3,1,0,1,0,2,1,0,2,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,4,0,3664,3664,3574,0.975436681222707
"40","Q30","5D8","NORTH TYNESIDE PCT","NPX01","Other",573,88,68,64,24,31,25,21,25,31,29,27,17,10,9,5,6,6,0,2,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1070,1070,1059,0.989719626168224
"41","Q30","5D9","HARTLEPOOL PCT","NP100","General Surgery",12,52,10,16,13,15,8,8,1,6,7,8,4,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,168,0.988235294117647
"42","Q30","5D9","HARTLEPOOL PCT","NP101","Urology",0,8,5,3,5,5,2,0,5,1,4,2,1,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,47,0.94
"43","Q30","5D9","HARTLEPOOL PCT","NP110","Trauma & Orthopaedics",34,23,10,21,18,44,20,35,30,34,16,9,9,12,10,17,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,349,346,0.991404011461318
"44","Q30","5D9","HARTLEPOOL PCT","NP120","ENT",13,7,9,10,7,19,7,8,4,4,3,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,98,0.98989898989899
"45","Q30","5D9","HARTLEPOOL PCT","NP130","Ophthalmology",12,9,3,8,10,12,8,2,4,2,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,1
"46","Q30","5D9","HARTLEPOOL PCT","NP140","Oral Surgery",3,1,3,2,3,1,1,0,1,3,3,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,28,0.96551724137931
"47","Q30","5D9","HARTLEPOOL PCT","NP150","Neurosurgery",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
