"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Patients with unknown clock start date","Total number of completed pathways (all)","Total number of completed pathways (with a known clock start)","Total (with a known clock start) within 18 weeks","% within 18 weeks"
"1","Q30","5D7","NEWCASTLE PCT","AP100","General Surgery",16,22,11,8,5,2,2,5,3,4,1,4,2,4,3,1,8,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109,109,102,0.935779816513761
"2","Q30","5D7","NEWCASTLE PCT","AP101","Urology",3,4,6,13,6,7,6,4,7,5,3,1,4,0,3,1,2,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,80,0.952380952380952
"3","Q30","5D7","NEWCASTLE PCT","AP110","Trauma & Orthopaedics",17,17,10,11,10,5,6,5,5,4,11,4,9,11,8,12,16,7,5,2,3,1,1,1,2,2,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,193,193,168,0.870466321243523
"4","Q30","5D7","NEWCASTLE PCT","AP120","ENT",4,4,4,8,9,12,4,5,3,5,3,1,5,3,1,4,6,7,1,2,4,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,88,0.871287128712871
"5","Q30","5D7","NEWCASTLE PCT","AP130","Ophthalmology",19,4,8,10,2,6,12,5,5,10,14,16,14,7,8,3,6,14,4,4,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,181,163,0.900552486187845
"6","Q30","5D7","NEWCASTLE PCT","AP140","Oral Surgery",0,3,2,1,3,3,1,0,1,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,22,0.956521739130435
"7","Q30","5D7","NEWCASTLE PCT","AP150","Neurosurgery",5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,1
"8","Q30","5D7","NEWCASTLE PCT","AP160","Plastic Surgery",10,4,4,3,1,3,3,4,0,3,4,3,5,5,1,4,6,4,2,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,78,67,0.858974358974359
"9","Q30","5D7","NEWCASTLE PCT","AP170","Cardiothoracic Surgery",2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,0.9
"10","Q30","5D7","NEWCASTLE PCT","AP300","General Medicine",0,0,1,2,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1
"11","Q30","5D7","NEWCASTLE PCT","AP301","Gastroenterology",9,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,1
"12","Q30","5D7","NEWCASTLE PCT","AP320","Cardiology",0,1,3,6,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,1
"13","Q30","5D7","NEWCASTLE PCT","AP330","Dermatology",1,1,1,2,4,2,3,2,1,3,4,3,5,1,2,0,4,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,41,0.931818181818182
"14","Q30","5D7","NEWCASTLE PCT","AP340","Thoracic Medicine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0.5
